PkLoad,T24PkLoad,T24PkPoint,T48PkLoad,T48PkPoint,MeanDry,MeanDew,WeekDay,Month
18443,18734,17,17910,17,23.5,4.8,4,12
17326,18443,17,18734,17,21.3,4.8,5,1
17673,17326,17,18443,17,26.2,7.1,6,1
17710,17673,17,17326,17,32.1,15.3,7,1
17000,17710,17,17673,17,26.3,15.5,1,1
19224,17000,17,17710,17,36.8,35.3,2,1
20011,19224,18,17000,17,30,12,3,1
20439,20011,17,19224,18,13.9,3.9,4,1
20583,20439,18,20011,17,14.2,1.2,5,1
19111,20583,17,20439,18,9,-8,6,1
18376,19111,17,20583,17,22.7,9.4,7,1
18668,18376,17,19111,17,16.6,0.7,1,1
18797,18668,17,18376,17,19.7,4.3,2,1
19614,18797,17,18668,17,32.8,26.2,3,1
19803,19614,18,18797,17,19.8,4.5,4,1
19000,19803,17,19614,18,15.4,5.5,5,1
18650,19000,17,19803,17,22.9,16,6,1
18122,18650,17,19000,17,24.2,9.7,7,1
17072,18122,17,18650,17,14.8,-4.5,1,1
18025,17072,17,18122,17,33,28.6,2,1
18339,18025,17,17072,17,36.8,28.5,3,1
18521,18339,18,18025,17,30,12.9,4,1
18058,18521,17,18339,18,24.5,8.1,5,1
17523,18058,18,18521,17,29.2,18,6,1
17403,17523,17,18058,18,28,14.6,7,1
17425,17403,17,17523,17,31.2,26.8,1,1
19531,17425,18,17403,17,29.2,15.4,2,1
18727,19531,17,17425,18,16.6,6.5,3,1
19361,18727,17,19531,17,15.9,9.8,4,1
18661,19361,18,18727,17,17.4,3.7,5,1
18114,18661,18,19361,18,19.9,4.5,6,1
18686,18114,18,18661,18,28,22.1,7,1
17999,18686,18,18114,18,13.1,-3.9,1,2
19916,17999,17,18686,18,19,3.5,2,2
19599,19916,17,17999,17,14.9,8.5,3,2
18581,19599,18,19916,17,12.4,-0.5,4,2
19642,18581,18,19599,18,23.5,14.8,5,2
19112,19642,18,18581,18,23.6,13,6,2
17680,19112,18,19642,18,10.7,-2.3,7,2
18491,17680,18,19112,18,22.3,13.6,1,2
19658,18491,18,17680,18,21.1,17.2,2,2
18822,19658,18,18491,18,15.8,11.1,3,2
18964,18822,18,19658,18,23,15.3,4,2
18792,18964,18,18822,18,19,7.2,5,2
19343,18792,18,18964,18,20.7,12.9,6,2
18532,19343,18,18792,18,9.3,-8.2,7,2
19590,18532,18,19343,18,11.5,3,1,2
20108,19590,18,18532,18,12.1,2.1,2,2
19514,20108,18,19590,18,5.9,-13.4,3,2
18763,19514,18,20108,18,13.5,0.4,4,2
19705,18763,18,19514,18,19.1,8.1,5,2
19540,19705,18,18763,18,18.3,8,6,2
18223,19540,18,19705,18,8.8,-8,7,2
17270,18223,18,19540,18,16.5,7.2,1,2
19862,17270,18,18223,18,31.5,25.9,2,2
19983,19862,18,17270,18,17.9,-0.3,3,2
18605,19983,18,19862,18,7.5,-6.3,4,2
19206,18605,18,19983,18,22.8,8.2,5,2
18313,19206,18,18605,18,18.8,4.7,6,2
17337,18313,18,19206,18,17.7,-1.8,7,2
18198,17337,18,18313,18,17,-0.6,1,3
18586,18198,18,17337,18,19.7,10.3,2,3
18800,18586,18,18198,18,28.1,16.4,3,3
17706,18800,18,18586,18,22.9,8.4,4,3
18848,17706,18,18800,18,37.3,30.2,5,3
18082,18848,18,17706,18,27.2,10.7,6,3
16572,18082,18,18848,18,16.8,-2.8,7,3
16400,16572,18,18082,18,25,9.1,1,3
16717,16400,19,16572,18,31.6,18.5,2,3
16610,16717,19,16400,19,35.7,18,3,3
15840,16610,19,16717,19,37.8,24.2,4,3
16839,15840,19,16610,19,45.3,32.1,5,3
16560,16839,19,15840,19,35.5,11.7,6,3
15563,16560,8,16839,19,29.8,7.2,7,3
16279,15563,11,16560,8,34.6,29.6,1,3
16474,16279,19,15563,11,35.8,27.9,2,3
16826,16474,19,16279,19,35.3,16.4,3,3
17853,16826,19,16474,19,37.5,25.6,4,3
17212,17853,19,16826,19,25.8,0.2,5,3
16984,17212,19,17853,19,25.3,-1,6,3
15695,16984,8,17212,19,26.1,10.2,7,3
16441,15695,10,16984,8,32.8,27.4,1,3
17333,16441,19,15695,10,28.1,5.9,2,3
16945,17333,19,16441,19,22.8,0.1,3,3
16448,16945,7,17333,19,27.8,9.8,4,3
16030,16448,19,16945,7,34.8,19.7,5,3
15683,16030,19,16448,19,43.2,40.6,6,3
15402,15683,10,16030,19,40.4,35,7,3
15238,15402,19,15683,10,33.8,26.7,1,3
16512,15238,20,15402,19,32,8,2,3
15964,16512,10,15238,20,36.6,24.6,3,3
15783,15964,19,16512,10,40,23.4,4,4
15818,15783,20,15964,19,37.2,8,5,4
14652,15818,8,15783,20,42.7,19.3,6,4
14370,14652,10,15818,8,52.7,41.9,7,4
14278,14370,20,14652,10,44.5,30.3,1,4
15410,14278,20,14370,20,37.5,21,2,4
16021,15410,19,14278,20,40.8,30,3,4
16441,16021,19,15410,19,40.7,34.3,4,4
16455,16441,19,16021,19,36.8,28.5,5,4
15697,16455,19,16441,19,35.2,32.1,6,4
13799,15697,10,16455,19,42.2,40.4,7,4
13853,13799,20,15697,10,48.4,31.9,1,4
14644,13853,20,13799,20,50.6,26.8,2,4
14745,14644,20,13853,20,54.8,32.3,3,4
14493,14745,19,14644,20,57.6,36.7,4,4
14485,14493,20,14745,19,55.8,21.6,5,4
14781,14485,20,14493,20,50.5,20.3,6,4
13032,14781,10,14485,20,55,45,7,4
13353,13032,20,14781,10,56.4,39.8,1,4
15288,13353,20,13032,20,49.5,30.8,2,4
14565,15288,19,13353,20,45.1,40.6,3,4
14448,14565,11,15288,19,54.3,44.7,4,4
14939,14448,19,14565,11,53,35.8,5,4
14577,14939,20,14448,19,43.4,27.3,6,4
13287,14577,20,14939,20,40.8,22.4,7,4
13679,13287,20,14577,20,44.5,24.2,1,4
14635,13679,20,13287,20,48.6,30.6,2,4
14470,14635,20,13679,20,51.1,34.7,3,4
14357,14470,20,14635,20,52.4,33.9,4,4
14359,14357,20,14470,20,54.5,36.8,5,4
13960,14359,20,14357,20,51.1,38.7,6,5
12974,13960,10,14359,20,49.9,38.3,7,5
13460,12974,20,13960,10,51.4,38,1,5
15035,13460,20,12974,20,57.8,39.9,2,5
15037,15035,20,13460,20,65.7,42.1,3,5
14769,15037,20,15035,20,67.6,45.3,4,5
15335,14769,20,15037,20,62.7,36.1,5,5
14887,15335,16,14769,20,65.8,36.9,6,5
13831,14887,13,15335,16,63,44.9,7,5
15908,13831,20,14887,13,58.8,50.3,1,5
16955,15908,20,13831,20,72.6,60,2,5
17077,16955,11,15908,20,68,59.3,3,5
14543,17077,16,16955,11,67,55,4,5
14510,14543,11,17077,16,59.1,38.2,5,5
14394,14510,20,14543,11,56.7,31.7,6,5
13564,14394,13,14510,20,58.9,36.1,7,5
15349,13564,20,14394,13,61.3,50.3,1,5
15068,15349,20,13564,20,67.8,56.1,2,5
15353,15068,17,15349,20,59.6,50.5,3,5
14297,15353,20,15068,17,60.5,55.4,4,5
14381,14297,11,15353,20,57.1,39.3,5,5
14514,14381,20,14297,11,55.9,34.9,6,5
12796,14514,13,14381,20,60.7,35.5,7,5
13198,12796,20,14514,13,53.7,24.4,1,5
14992,13198,20,12796,20,65.2,38.5,2,5
18470,14992,20,13198,20,68.5,52,3,5
19544,18470,16,14992,20,73.1,58.3,4,5
19363,19544,16,18470,16,72.9,62.4,5,5
17854,19363,15,19544,16,71.7,62.5,6,5
17405,17854,16,19363,15,68.3,56.3,7,5
15409,17405,17,17854,16,71.5,60,1,5
14984,15409,12,17405,17,63.5,58.3,2,6
14864,14984,17,15409,12,49.2,46.8,3,6
14352,14864,11,14984,17,48.8,45.4,4,6
14460,14352,20,14864,11,54.3,45.2,5,6
14848,14460,13,14352,20,56.4,46.4,6,6
13514,14848,13,14460,13,59.6,49.9,7,6
13703,13514,11,14848,13,63.6,49.2,1,6
15801,13703,20,13514,11,60.7,40.3,2,6
17105,15801,17,13703,20,64.3,52.6,3,6
17960,17105,17,15801,17,67.6,61.8,4,6
20220,17960,16,17105,17,70.4,55.5,5,6
19755,20220,16,17960,16,75.3,59.1,6,6
17740,19755,16,20220,16,73.4,56.9,7,6
16648,17740,17,19755,16,73.9,58.5,1,6
15928,16648,17,17740,17,70.9,53.4,2,6
16707,15928,11,16648,17,60.1,55.3,3,6
16423,16707,17,15928,11,64.1,60.2,4,6
16482,16423,16,16707,17,66.8,51.7,5,6
18328,16482,16,16423,16,64.8,51.9,6,6
14307,18328,15,16482,16,70.3,57.5,7,6
16718,14307,12,18328,15,63.8,50.6,1,6
20012,16718,18,14307,12,68.8,64.5,2,6
20923,20012,16,16718,18,72.5,61.1,3,6
19392,20923,15,20012,16,73.2,65.1,4,6
18472,19392,16,20923,15,72.7,55,5,6
16993,18472,15,19392,16,70.8,53.9,6,6
14227,16993,16,18472,15,67.2,54.4,7,6
13700,14227,12,16993,16,63.3,53.4,1,6
15859,13700,17,14227,12,57.4,54.9,2,6
17912,15859,17,13700,17,62.8,55.6,3,6
18681,17912,16,15859,17,68.9,58.5,4,7
17682,18681,17,17912,16,70.4,62.5,5,7
16376,17682,14,18681,17,70,56.5,6,7
13992,16376,17,17682,14,69,50.9,7,7
16692,13992,12,16376,17,65.3,56.8,1,7
20106,16692,18,13992,12,71,58.6,2,7
20988,20106,17,16692,18,73.2,61.4,3,7
21638,20988,16,20106,17,73.8,67.4,4,7
17917,21638,15,20988,16,76.5,66.7,5,7
18844,17917,16,21638,15,68.3,58.4,6,7
18602,18844,16,17917,16,71.4,59.8,7,7
20162,18602,17,18844,16,75,56.9,1,7
21122,20162,17,18602,17,77.9,61.6,2,7
20048,21122,14,20162,17,74.7,63.9,3,7
21117,20048,14,21122,14,72.4,65.8,4,7
17211,21117,14,20048,14,73.7,65.3,5,7
17773,17211,17,21117,14,65.8,49.5,6,7
16838,17773,16,17211,17,68,55.2,7,7
21368,16838,17,17773,16,71.3,64.7,1,7
24437,21368,17,16838,17,78.5,70.4,2,7
22683,24437,16,21368,17,81,66.9,3,7
19755,22683,16,24437,16,75.3,62.7,4,7
18942,19755,16,22683,16,72.8,54.8,5,7
18199,18942,16,19755,16,71,53.7,6,7
15778,18199,14,18942,16,69.1,54.8,7,7
17080,15778,17,18199,14,66.8,58.4,1,7
20877,17080,17,15778,17,70.4,63.5,2,7
23171,20877,16,17080,17,73.8,65.6,3,7
24437,23171,16,20877,16,76.6,66.6,4,7
23865,24437,16,23171,16,80.1,65.7,5,7
21880,23865,14,24437,16,77.9,69.7,6,7
18939,21880,16,23865,14,76.8,60.7,7,8
19003,18939,14,21880,16,75.2,59,1,8
22919,19003,17,18939,14,74,55.9,2,8
21920,22919,16,19003,17,76.7,63.1,3,8
20212,21920,14,22919,16,74.7,65.2,4,8
18322,20212,16,21920,14,72.4,57.1,5,8
18025,18322,16,20212,16,70.2,52.8,6,8
15982,18025,15,18322,16,69,54.9,7,8
15622,15982,17,18025,15,68.5,55.3,1,8
18988,15622,17,15982,17,68.2,57.3,2,8
17745,18988,16,15622,17,70.7,58.6,3,8
19898,17745,17,18988,16,69,65.8,4,8
19250,19898,16,17745,17,72.9,61.8,5,8
20051,19250,16,19898,16,70.7,57.2,6,8
20198,20051,16,19250,16,72.7,57.4,7,8
20923,20198,16,20051,16,75.6,62.8,1,8
24047,20923,17,20198,16,75.5,65.5,2,8
24216,24047,16,20923,17,78.9,66.8,3,8
23624,24216,14,24047,16,77.4,67.9,4,8
22513,23624,16,24216,14,77,67.8,5,8
21166,22513,15,23624,16,75,67.7,6,8
17706,21166,16,22513,15,72.4,68.3,7,8
17474,17706,17,21166,16,71.3,62.3,1,8
20880,17474,20,17706,17,69.4,65.3,2,8
21733,20880,16,17474,20,73.3,66.6,3,8
20376,21733,16,20880,16,73.3,67.8,4,8
18281,20376,15,21733,16,72,60.3,5,8
17691,18281,15,20376,15,68.9,54.8,6,8
16517,17691,16,18281,15,67.4,54.8,7,8
18767,16517,17,17691,16,69.3,55.5,1,8
22568,18767,17,16517,17,73.9,61.6,2,8
21458,22568,16,18767,17,76.7,64.3,3,9
22766,21458,16,22568,16,73.8,60.3,4,9
22759,22766,16,21458,16,74.9,62.9,5,9
18396,22759,16,22766,16,76,65.2,6,9
15974,18396,14,22759,16,70.2,59.1,7,9
17102,15974,17,18396,14,66.7,52.9,1,9
20921,17102,17,15974,17,70.4,56.9,2,9
24368,20921,17,17102,17,76.4,60.3,3,9
24275,24368,15,20921,17,80,66.1,4,9
19108,24275,16,24368,15,78.9,68,5,9
16866,19108,11,24275,16,70.2,65.4,6,9
15638,16866,16,19108,11,65.9,59.8,7,9
15810,15638,19,16866,16,66,59.6,1,9
16027,15810,19,15638,19,64.2,61.1,2,9
17601,16027,19,15810,19,62.2,52.8,3,9
18950,17601,17,16027,19,68.5,53.1,4,9
19926,18950,16,17601,17,70.6,57.9,5,9
19413,19926,16,18950,16,72.3,58.9,6,9
16774,19413,16,19926,16,71.6,58.3,7,9
15307,16774,16,19413,16,69.5,61,1,9
15610,15307,19,16774,16,67.4,53.4,2,9
15611,15610,19,15307,19,58.5,42.8,3,9
15879,15611,19,15610,19,60.5,48.7,4,9
16032,15879,19,15611,19,61.1,47.7,5,9
14817,16032,19,15879,19,64,51,6,9
13602,14817,19,16032,19,59.4,48.1,7,9
14456,13602,19,14817,19,56.3,44.6,1,9
16780,14456,19,13602,19,55.8,44.2,2,9
18219,16780,19,14456,19,64.1,56.8,3,9
18044,18219,19,16780,19,70.8,66,4,9
15367,18044,11,18219,19,67.7,64.1,5,10
14927,15367,19,18044,11,55.5,46.5,6,10
14032,14927,18,15367,19,50,40.8,7,10
14440,14032,19,14927,18,49.1,40.8,1,10
15416,14440,19,14032,19,51,39.3,2,10
15427,15416,19,14440,19,51.4,42.1,3,10
15509,15427,19,15416,19,55.3,44.4,4,10
15192,15509,19,15427,19,57.9,47.3,5,10
15478,15192,19,15509,19,55.9,44,6,10
13613,15478,18,15192,19,58.4,53.8,7,10
13768,13613,19,15478,18,52.2,38.9,1,10
15334,13768,19,13613,19,54.5,42,2,10
15855,15334,18,13768,19,59.4,48.3,3,10
15285,15855,18,15334,18,60.4,55.7,4,10
15204,15285,18,15855,18,58,46.4,5,10
14673,15204,19,15285,18,50.4,37.5,6,10
14091,14673,18,15204,19,52,39.4,7,10
15285,14091,18,14673,18,45.2,31.3,1,10
16227,15285,19,14091,18,36.4,20.7,2,10
15710,16227,18,15285,19,37.3,19.9,3,10
15580,15710,18,16227,18,54,36.6,4,10
15656,15580,18,15710,18,57,45.2,5,10
14975,15656,18,15580,18,60.1,50.1,6,10
14399,14975,18,15656,18,47.3,30.8,7,10
14578,14399,18,14975,18,41.3,31.7,1,10
15792,14578,18,14399,18,52.7,45.4,2,10
15868,15792,18,14578,18,45.3,31.3,3,10
16247,15868,18,15792,18,43.3,31.2,4,10
15494,16247,18,15868,18,47.9,43.7,5,10
14820,15494,18,16247,18,64.5,52.2,6,10
13708,14820,18,15494,18,50,30.7,7,10
14993,13708,18,14820,18,43.3,30.2,1,11
15931,14993,17,13708,18,52.2,44.3,2,11
15937,15931,17,14993,17,53,40.7,3,11
15825,15937,17,15931,17,54.9,41.1,4,11
16157,15825,17,15937,17,54.3,42.8,5,11
16006,16157,17,15825,17,59.5,52.5,6,11
14357,16006,17,16157,17,65,58.8,7,11
14918,14357,17,16006,17,56.1,38.3,1,11
16203,14918,17,14357,17,46.8,29.4,2,11
16326,16203,17,14918,17,45.5,30.8,3,11
16431,16326,17,16203,17,46,36.4,4,11
16415,16431,17,16326,17,46.5,42.6,5,11
15665,16415,17,16431,17,48.4,46,6,11
15304,15665,17,16415,17,51.3,37.5,7,11
15262,15304,17,15665,17,40.7,25.3,1,11
16287,15262,17,15304,17,43.5,29.1,2,11
16616,16287,17,15262,17,47.9,30,3,11
16647,16616,17,16287,17,36.9,22.3,4,11
16355,16647,17,16616,17,38.8,30.1,5,11
15576,16355,17,16647,17,50.5,45.4,6,11
15124,15576,17,16355,17,52.1,39.7,7,11
15744,15124,17,15576,17,40,25.4,1,11
17439,15744,17,15124,17,42.3,33.6,2,11
17211,17439,17,15744,17,35,14.3,3,11
16828,17211,17,17439,17,32.2,16,4,11
14394,16828,17,17211,17,35.3,23.6,5,11
14683,14394,11,16828,17,45,37.3,6,11
14954,14683,17,14394,11,54,46.8,7,11
16211,14954,17,14683,17,47.3,41.8,1,11
17692,16211,17,14954,17,34.8,23.1,2,11
17568,17692,17,16211,17,31.2,20.7,3,12
17103,17568,17,17692,17,34.8,30.2,4,12
17105,17103,17,17568,17,42.5,41.1,5,12
16612,17105,17,17103,17,44,35.3,6,12
15491,16612,17,17105,17,41,29,7,12
16053,15491,17,16612,17,40.3,31.3,1,12
17233,16053,17,15491,17,39.8,30.4,2,12
17533,17233,17,16053,17,41.4,29.5,3,12
17347,17533,17,17233,17,38.3,29.8,4,12
16673,17347,17,17533,17,40,32.6,5,12
16376,16673,17,17347,17,48.2,43.4,6,12
15216,16376,17,16673,17,47.8,44.1,7,12
15881,15216,17,16376,17,50.7,38.4,1,12
17107,15881,17,15216,17,48.5,38.2,2,12
16773,17107,17,15881,17,48.7,45.5,3,12
17164,16773,17,17107,17,52.8,43.2,4,12
17088,17164,17,16773,17,40.6,30.7,5,12
16827,17088,17,17164,17,44,41.4,6,12
16758,16827,17,17088,17,43.8,37.2,7,12
16909,16758,17,16827,17,34.6,16.3,1,12
17374,16909,17,16758,17,33.6,17.5,2,12
16925,17374,17,16909,17,42.1,28.2,3,12
16641,16925,17,17374,17,50.3,45.9,4,12
15389,16641,17,16925,17,47.4,45.2,5,12
13299,15389,17,16641,17,55.6,52.4,6,12
14908,13299,17,15389,17,52.5,44,7,12
15305,14908,17,13299,17,46.1,31.5,1,12
17813,15305,17,14908,17,46,42.3,2,12
18207,17813,17,15305,17,31,14.9,3,12
17740,18207,17,17813,17,28.5,24.9,4,12
16583,17740,17,18207,17,28.8,26.5,5,12
